Col 1,col 2,col 3,col 4
0.9701875837427423,0.3801801801801802,0.4899917662758014,0.038324616223784365
0.8458016971862438,0.30630630630630634,0.5088360434318812,0.03227988101983816
0.9503126395712371,0.7027027027027026,0.9779788437904334,0.017645942077883663
0.39470745868691376,0.46666666666666673,0.14058577066441694,0.0606273312812384
0.044662795891022775,0.45225225225225224,0.13187546390749025,0.018109009400519224
0.1294104510942385,0.9513513513513514,0.2837947734103437,0.01281147392639802
0.6031710585082626,0.7045045045045045,0.3693433706352136,0.032991523224190154
0.2690933452434122,0.6936936936936937,0.029433535999221244,0.17248964222121674
0.7976775346136667,0.5369369369369369,0.547919869233858,0.028188651722659462
0.6460473425636444,0.05405405405405406,0.20159340815341498,0.06494449227998361
0.8009155873157658,0.0018018018018017973,0.12962437182362796,0.12018057398246952
0.7132648503796337,0.27207207207207207,0.3371588378686417,0.0423070947981847
0.3021438142027691,0.42342342342342343,0.7038313181665159,0.008222811195656507
0.9861545332737829,0.863063063063063,0.012026104556129258,0.8627076116804627
0.9005136221527468,0.827027027027027,0.5412436573959528,0.032108760691156854
0.29778919160339434,0.20540540540540542,0.2897114951713061,0.02314612729031402
0.873715944618133,0.01441441441441442,0.9835781818476801,0.01606282741166999
0.6194729790084859,0.24144144144144147,0.6367558721055214,0.018698833144773594
0.7477668602054488,0.29549549549549553,0.6885887883446158,0.020597765121060964
0.05549352389459579,0.8828828828828829,0.7890067613882951,0.0011704649813395595
0.23637784725323807,0.47747747747747754,0.29844918007519866,0.01864264124392269
0.6622376060741402,0.5027027027027027,0.597713620526715,0.02141665774839297
0.932447521214828,0.6630630630630631,0.3450427301893757,0.053017573261588076
0.5122822688700311,0.627027027027027,0.3533677148778935,0.02981402693445362
0.37516748548459133,0.218018018018018,0.17465331153897634,0.04705845600663862
0.34066547565877625,0.7189189189189189,0.010966468868004882,0.3710441273198704
0.1190263510495757,0.3099099099099099,0.6924947373117498,0.0034425744692348536
0.6247208575256811,0.10990990990990991,0.635449833094704,0.01889692104714126
0.2912014292094685,0.7207207207207207,0.2868104255983646,0.022978018067530526
0.04689593568557392,0.5153153153153153,0.7804303033498684,0.001007075189014188
0.29633765073693613,0.30090090090090094,0.9268820955030886,0.005472894044669847
0.5664359088878963,0.9495495495495496,0.7062953513934462,0.01520391838467436
0.19394819115676643,1.0,0.3415444114104005,0.013734719338864191
0.4599151406878071,0.5369369369369369,0.2128387285182947,0.045774791934631194
0.6514068780705672,0.7945945945945946,0.00815158975773382,0.7137727351286707
0.45154086645824026,0.13693693693693693,0.7812688858513792,0.01073420589382774
0.19986601161232692,0.2864864864864865,0.21020231436602352,0.02404072622217663
